timestamp_min,cell_id,latitude,longitude,rainfall_rate_mm_hr
45,C0402,13.0572,80.2036,16.42
45,C0409,13.0572,80.2162,15.99
45,C0506,13.059,80.2108,16.14
45,C0603,13.0608,80.2054,16.29
45,C0700,13.0626,80.2,16.39
45,C0707,13.0626,80.2126,16.2
45,C0804,13.0644,80.2072,16.07
45,C0901,13.0662,80.2018,16.21
45,C0908,13.0662,80.2144,16.08
50,C0000,13.05,80.2,18.53
50,C0007,13.05,80.2126,18.29
50,C0104,13.0518,80.2072,18.44
50,C0201,13.0536,80.2018,18.19
50,C0208,13.0536,80.2144,18.13
50,C0305,13.0554,80.209,18.26
50,C0402,13.0572,80.2036,18.33
50,C0409,13.0572,80.2162,17.86
50,C0506,13.059,80.2108,18.03
50,C0603,13.0608,80.2054,18.19
50,C0700,13.0626,80.2,18.3
50,C0707,13.0626,80.2126,18.08
50,C0804,13.0644,80.2072,17.95
50,C0901,13.0662,80.2018,18.1
50,C0908,13.0662,80.2144,17.96
55,C0000,13.05,80.2,22.05
55,C0007,13.05,80.2126,21.76
55,C0104,13.0518,80.2072,21.95
55,C0201,13.0536,80.2018,21.64
55,C0208,13.0536,80.2144,21.57
55,C0305,13.0554,80.209,21.72
55,C0402,13.0572,80.2036,21.82
55,C0409,13.0572,80.2162,21.25
55,C0506,13.059,80.2108,21.45
55,C0603,13.0608,80.2054,21.65
55,C0700,13.0626,80.2,21.78
55,C0707,13.0626,80.2126,21.52
55,C0804,13.0644,80.2072,21.36
55,C0901,13.0662,80.2018,21.54
55,C0908,13.0662,80.2144,21.37
60,C0000,13.05,80.2,22.89
60,C0007,13.05,80.2126,22.59
60,C0104,13.0518,80.2072,22.78
60,C0201,13.0536,80.2018,22.46
60,C0208,13.0536,80.2144,22.39
60,C0305,13.0554,80.209,22.55
60,C0402,13.0572,80.2036,22.64
60,C0409,13.0572,80.2162,22.06
60,C0506,13.059,80.2108,22.26
60,C0603,13.0608,80.2054,22.47
60,C0700,13.0626,80.2,22.6
60,C0707,13.0626,80.2126,22.33
60,C0804,13.0644,80.2072,22.17
60,C0901,13.0662,80.2018,22.36
60,C0908,13.0662,80.2144,22.17
65,C0000,13.05,80.2,25.62
65,C0007,13.05,80.2126,25.28
65,C0104,13.0518,80.2072,25.49
65,C0201,13.0536,80.2018,25.14
65,C0208,13.0536,80.2144,25.06
65,C0305,13.0554,80.209,25.23
65,C0402,13.0572,80.2036,25.34
65,C0409,13.0572,80.2162,24.69
65,C0506,13.059,80.2108,24.91
65,C0603,13.0608,80.2054,25.15
65,C0700,13.0626,80.2,25.3
65,C0707,13.0626,80.2126,25.0
65,C0804,13.0644,80.2072,24.81
65,C0901,13.0662,80.2018,25.02
65,C0908,13.0662,80.2144,24.82
70,C0000,13.05,80.2,26.27
70,C0007,13.05,80.2126,25.92
70,C0104,13.0518,80.2072,26.14
70,C0201,13.0536,80.2018,25.78
70,C0208,13.0536,80.2144,25.69
70,C0305,13.0554,80.209,25.87
70,C0402,13.0572,80.2036,25.98
70,C0409,13.0572,80.2162,25.31
70,C0506,13.059,80.2108,25.55
70,C0603,13.0608,80.2054,25.79
70,C0700,13.0626,80.2,25.94
70,C0707,13.0626,80.2126,25.63
70,C0804,13.0644,80.2072,25.44
70,C0901,13.0662,80.2018,25.66
70,C0908,13.0662,80.2144,25.45
75,C0000,13.05,80.2,27.43
75,C0007,13.05,80.2126,27.07
75,C0104,13.0518,80.2072,27.3
75,C0201,13.0536,80.2018,26.92
75,C0208,13.0536,80.2144,26.83
75,C0305,13.0554,80.209,27.02
75,C0402,13.0572,80.2036,27.13
75,C0409,13.0572,80.2162,26.43
75,C0506,13.059,80.2108,26.68
75,C0603,13.0608,80.2054,26.93
75,C0700,13.0626,80.2,27.09
75,C0707,13.0626,80.2126,26.77
75,C0804,13.0644,80.2072,26.56
75,C0901,13.0662,80.2018,26.79
75,C0908,13.0662,80.2144,26.57
80,C0000,13.05,80.2,27.18
80,C0007,13.05,80.2126,26.82
80,C0104,13.0518,80.2072,27.05
80,C0201,13.0536,80.2018,26.67
80,C0208,13.0536,80.2144,26.59
80,C0305,13.0554,80.209,26.77
80,C0402,13.0572,80.2036,26.89
80,C0409,13.0572,80.2162,26.19
80,C0506,13.059,80.2108,26.44
80,C0603,13.0608,80.2054,26.69
80,C0700,13.0626,80.2,26.84
80,C0707,13.0626,80.2126,26.52
80,C0804,13.0644,80.2072,26.32
80,C0901,13.0662,80.2018,26.55
80,C0908,13.0662,80.2144,26.33
85,C0000,13.05,80.2,27.79
85,C0007,13.05,80.2126,27.42
85,C0104,13.0518,80.2072,27.66
85,C0201,13.0536,80.2018,27.27
85,C0208,13.0536,80.2144,27.18
85,C0305,13.0554,80.209,27.37
85,C0402,13.0572,80.2036,27.49
85,C0409,13.0572,80.2162,26.78
85,C0506,13.059,80.2108,27.03
85,C0603,13.0608,80.2054,27.28
85,C0700,13.0626,80.2,27.44
85,C0707,13.0626,80.2126,27.12
85,C0804,13.0644,80.2072,26.91
85,C0901,13.0662,80.2018,27.15
85,C0908,13.0662,80.2144,26.92
90,C0000,13.05,80.2,29.15
90,C0007,13.05,80.2126,28.76
90,C0104,13.0518,80.2072,29.01
90,C0201,13.0536,80.2018,28.6
90,C0208,13.0536,80.2144,28.51
90,C0305,13.0554,80.209,28.71
90,C0402,13.0572,80.2036,28.83
90,C0409,13.0572,80.2162,28.09
90,C0506,13.059,80.2108,28.35
90,C0603,13.0608,80.2054,28.62
90,C0700,13.0626,80.2,28.79
90,C0707,13.0626,80.2126,28.44
90,C0804,13.0644,80.2072,28.23
90,C0901,13.0662,80.2018,28.47
90,C0908,13.0662,80.2144,28.24
95,C0000,13.05,80.2,28.79
95,C0007,13.05,80.2126,28.41
95,C0104,13.0518,80.2072,28.65
95,C0201,13.0536,80.2018,28.25
95,C0208,13.0536,80.2144,28.16
95,C0305,13.0554,80.209,28.36
95,C0402,13.0572,80.2036,28.48
95,C0409,13.0572,80.2162,27.74
95,C0506,13.059,80.2108,28.0
95,C0603,13.0608,80.2054,28.26
95,C0700,13.0626,80.2,28.43
95,C0707,13.0626,80.2126,28.09
95,C0804,13.0644,80.2072,27.88
95,C0901,13.0662,80.2018,28.12
95,C0908,13.0662,80.2144,27.89
100,C0000,13.05,80.2,27.75
100,C0007,13.05,80.2126,27.38
100,C0104,13.0518,80.2072,27.62
100,C0201,13.0536,80.2018,27.23
100,C0208,13.0536,80.2144,27.14
100,C0305,13.0554,80.209,27.33
100,C0402,13.0572,80.2036,27.45
100,C0409,13.0572,80.2162,26.74
100,C0506,13.059,80.2108,26.99
100,C0603,13.0608,80.2054,27.24
100,C0700,13.0626,80.2,27.4
100,C0707,13.0626,80.2126,27.08
100,C0804,13.0644,80.2072,26.87
100,C0901,13.0662,80.2018,27.11
100,C0908,13.0662,80.2144,26.88
105,C0000,13.05,80.2,26.78
105,C0007,13.05,80.2126,26.43
105,C0104,13.0518,80.2072,26.65
105,C0201,13.0536,80.2018,26.28
105,C0208,13.0536,80.2144,26.19
105,C0305,13.0554,80.209,26.38
105,C0402,13.0572,80.2036,26.49
105,C0409,13.0572,80.2162,25.81
105,C0506,13.059,80.2108,26.05
105,C0603,13.0608,80.2054,26.29
105,C0700,13.0626,80.2,26.45
105,C0707,13.0626,80.2126,26.13
105,C0804,13.0644,80.2072,25.93
105,C0901,13.0662,80.2018,26.16
105,C0908,13.0662,80.2144,25.94
110,C0000,13.05,80.2,26.47
110,C0007,13.05,80.2126,26.12
110,C0104,13.0518,80.2072,26.35
110,C0201,13.0536,80.2018,25.98
110,C0208,13.0536,80.2144,25.89
110,C0305,13.0554,80.209,26.08
110,C0402,13.0572,80.2036,26.19
110,C0409,13.0572,80.2162,25.51
110,C0506,13.059,80.2108,25.75
110,C0603,13.0608,80.2054,25.99
110,C0700,13.0626,80.2,26.14
110,C0707,13.0626,80.2126,25.83
110,C0804,13.0644,80.2072,25.64
110,C0901,13.0662,80.2018,25.86
110,C0908,13.0662,80.2144,25.65
115,C0000,13.05,80.2,24.32
115,C0007,13.05,80.2126,24.0
115,C0104,13.0518,80.2072,24.2
115,C0201,13.0536,80.2018,23.87
115,C0208,13.0536,80.2144,23.79
115,C0305,13.0554,80.209,23.96
115,C0402,13.0572,80.2036,24.06
115,C0409,13.0572,80.2162,23.44
115,C0506,13.059,80.2108,23.65
115,C0603,13.0608,80.2054,23.88
115,C0700,13.0626,80.2,24.02
115,C0707,13.0626,80.2126,23.73
115,C0804,13.0644,80.2072,23.55
115,C0901,13.0662,80.2018,23.76
115,C0908,13.0662,80.2144,23.56
120,C0000,13.05,80.2,22.6
120,C0007,13.05,80.2126,22.3
120,C0104,13.0518,80.2072,22.49
120,C0201,13.0536,80.2018,22.18
120,C0208,13.0536,80.2144,22.11
120,C0305,13.0554,80.209,22.26
120,C0402,13.0572,80.2036,22.36
120,C0409,13.0572,80.2162,21.78
120,C0506,13.059,80.2108,21.98
120,C0603,13.0608,80.2054,22.19
120,C0700,13.0626,80.2,22.32
120,C0707,13.0626,80.2126,22.05
120,C0804,13.0644,80.2072,21.89
120,C0901,13.0662,80.2018,22.08
120,C0908,13.0662,80.2144,21.9
125,C0000,13.05,80.2,20.54
125,C0007,13.05,80.2126,20.27
125,C0104,13.0518,80.2072,20.44
125,C0201,13.0536,80.2018,20.16
125,C0208,13.0536,80.2144,20.09
125,C0305,13.0554,80.209,20.23
125,C0402,13.0572,80.2036,20.32
125,C0409,13.0572,80.2162,19.79
125,C0506,13.059,80.2108,19.98
125,C0603,13.0608,80.2054,20.17
125,C0700,13.0626,80.2,20.29
125,C0707,13.0626,80.2126,20.04
125,C0804,13.0644,80.2072,19.89
125,C0901,13.0662,80.2018,20.07
125,C0908,13.0662,80.2144,19.9
130,C0000,13.05,80.2,19.72
130,C0007,13.05,80.2126,19.46
130,C0104,13.0518,80.2072,19.62
130,C0201,13.0536,80.2018,19.35
130,C0208,13.0536,80.2144,19.29
130,C0305,13.0554,80.209,19.42
130,C0402,13.0572,80.2036,19.5
130,C0409,13.0572,80.2162,19.0
130,C0506,13.059,80.2108,19.18
130,C0603,13.0608,80.2054,19.36
130,C0700,13.0626,80.2,19.47
130,C0707,13.0626,80.2126,19.24
130,C0804,13.0644,80.2072,19.09
130,C0901,13.0662,80.2018,19.26
130,C0908,13.0662,80.2144,19.1
135,C0000,13.05,80.2,17.4
135,C0007,13.05,80.2126,17.17
135,C0104,13.0518,80.2072,17.32
135,C0201,13.0536,80.2018,17.08
135,C0208,13.0536,80.2144,17.02
135,C0305,13.0554,80.209,17.14
135,C0402,13.0572,80.2036,17.21
135,C0409,13.0572,80.2162,16.77
135,C0506,13.059,80.2108,16.92
135,C0603,13.0608,80.2054,17.08
135,C0700,13.0626,80.2,17.18
135,C0707,13.0626,80.2126,16.98
135,C0804,13.0644,80.2072,16.85
135,C0901,13.0662,80.2018,17.0
135,C0908,13.0662,80.2144,16.86
140,C0000,13.05,80.2,16.43
140,C0007,13.05,80.2126,16.22
140,C0104,13.0518,80.2072,16.35
140,C0201,13.0536,80.2018,16.13
140,C0208,13.0536,80.2144,16.07
140,C0305,13.0554,80.209,16.19
140,C0402,13.0572,80.2036,16.26
140,C0409,13.0572,80.2162,15.84
140,C0506,13.059,80.2108,15.98
140,C0603,13.0608,80.2054,16.13
140,C0700,13.0626,80.2,16.23
140,C0707,13.0626,80.2126,16.04
140,C0804,13.0644,80.2072,15.91
140,C0901,13.0662,80.2018,16.05
140,C0908,13.0662,80.2144,15.92
145,C0000,13.05,80.2,14.56
145,C0007,13.05,80.2126,14.37
145,C0104,13.0518,80.2072,14.49
145,C0201,13.0536,80.2018,14.29
145,C0208,13.0536,80.2144,14.24
145,C0305,13.0554,80.209,14.34
145,C0402,13.0572,80.2036,14.4
145,C0409,13.0572,80.2162,14.03
145,C0506,13.059,80.2108,14.16
145,C0603,13.0608,80.2054,14.29
145,C0700,13.0626,80.2,14.38
145,C0707,13.0626,80.2126,14.21
145,C0804,13.0644,80.2072,14.1
145,C0901,13.0662,80.2018,14.22
145,C0908,13.0662,80.2144,14.1
150,C0000,13.05,80.2,10.84
150,C0007,13.05,80.2126,10.7
150,C0104,13.0518,80.2072,10.79
150,C0201,13.0536,80.2018,10.64
150,C0208,13.0536,80.2144,10.6
150,C0305,13.0554,80.209,10.68
150,C0402,13.0572,80.2036,10.72
150,C0409,13.0572,80.2162,10.45
150,C0506,13.059,80.2108,10.54
150,C0603,13.0608,80.2054,10.64
150,C0700,13.0626,80.2,10.71
150,C0707,13.0626,80.2126,10.58
150,C0804,13.0644,80.2072,10.5
150,C0901,13.0662,80.2018,10.59
150,C0908,13.0662,80.2144,10.5
155,C0000,13.05,80.2,10.41
155,C0007,13.05,80.2126,10.27
155,C0104,13.0518,80.2072,10.36
155,C0201,13.0536,80.2018,10.22
155,C0208,13.0536,80.2144,10.18
155,C0305,13.0554,80.209,10.25
155,C0402,13.0572,80.2036,10.3
155,C0409,13.0572,80.2162,10.03
155,C0506,13.059,80.2108,10.12
155,C0603,13.0608,80.2054,10.22
155,C0700,13.0626,80.2,10.28
155,C0707,13.0626,80.2126,10.16
155,C0804,13.0644,80.2072,10.08
155,C0901,13.0662,80.2018,10.17
155,C0908,13.0662,80.2144,10.08
160,C0000,13.05,80.2,8.73
160,C0007,13.05,80.2126,8.62
160,C0104,13.0518,80.2072,8.69
160,C0201,13.0536,80.2018,8.57
160,C0208,13.0536,80.2144,8.54
160,C0305,13.0554,80.209,8.6
160,C0402,13.0572,80.2036,8.64
160,C0409,13.0572,80.2162,8.41
160,C0506,13.059,80.2108,8.49
160,C0603,13.0608,80.2054,8.57
160,C0700,13.0626,80.2,8.62
160,C0707,13.0626,80.2126,8.52
160,C0804,13.0644,80.2072,8.46
160,C0901,13.0662,80.2018,8.53
160,C0908,13.0662,80.2144,8.46
165,C0000,13.05,80.2,6.36
165,C0007,13.05,80.2126,6.28
165,C0104,13.0518,80.2072,6.33
165,C0201,13.0536,80.2018,6.24
165,C0208,13.0536,80.2144,6.22
165,C0305,13.0554,80.209,6.27
165,C0402,13.0572,80.2036,6.29
165,C0409,13.0572,80.2162,6.13
165,C0506,13.059,80.2108,6.19
165,C0603,13.0608,80.2054,6.25
165,C0700,13.0626,80.2,6.28
165,C0707,13.0626,80.2126,6.21
165,C0804,13.0644,80.2072,6.16
165,C0901,13.0662,80.2018,6.22
165,C0908,13.0662,80.2144,6.16
170,C0000,13.05,80.2,6.01
170,C0007,13.05,80.2126,5.93
170,C0104,13.0518,80.2072,5.98
170,C0201,13.0536,80.2018,5.9
170,C0208,13.0536,80.2144,5.88
170,C0305,13.0554,80.209,5.92
170,C0402,13.0572,80.2036,5.95
170,C0409,13.0572,80.2162,5.79
170,C0506,13.059,80.2108,5.85
170,C0603,13.0608,80.2054,5.9
170,C0700,13.0626,80.2,5.94
170,C0707,13.0626,80.2126,5.87
170,C0804,13.0644,80.2072,5.82
170,C0901,13.0662,80.2018,5.87
170,C0908,13.0662,80.2144,5.83
175,C0000,13.05,80.2,4.86
175,C0007,13.05,80.2126,4.8
175,C0104,13.0518,80.2072,4.84
175,C0201,13.0536,80.2018,4.77
175,C0208,13.0536,80.2144,4.75
175,C0305,13.0554,80.209,4.79
175,C0402,13.0572,80.2036,4.81
175,C0409,13.0572,80.2162,4.68
175,C0506,13.059,80.2108,4.73
175,C0603,13.0608,80.2054,4.77
175,C0700,13.0626,80.2,4.8
175,C0707,13.0626,80.2126,4.74
175,C0804,13.0644,80.2072,4.71
175,C0901,13.0662,80.2018,4.75
175,C0908,13.0662,80.2144,4.71
180,C0000,13.05,80.2,3.14
180,C0007,13.05,80.2126,3.1
180,C0104,13.0518,80.2072,3.13
180,C0201,13.0536,80.2018,3.08
180,C0208,13.0536,80.2144,3.07
180,C0305,13.0554,80.209,3.09
180,C0402,13.0572,80.2036,3.11
180,C0409,13.0572,80.2162,3.03
180,C0506,13.059,80.2108,3.05
180,C0603,13.0608,80.2054,3.08
180,C0700,13.0626,80.2,3.1
180,C0707,13.0626,80.2126,3.06
180,C0804,13.0644,80.2072,3.04
180,C0901,13.0662,80.2018,3.07
180,C0908,13.0662,80.2144,3.04
