timestamp,cell_id,latitude,longitude,rainfall_mm,rainfall_rate_mm_hr
900,C042,13.0867,80.2717,2.9,11.6
900,C043,13.0867,80.2727,2.9,11.6
900,C044,13.0867,80.2737,2.9,11.6
900,C045,13.0867,80.2747,2.9,11.6
900,C046,13.0867,80.2757,2.9,11.6
900,C047,13.0867,80.2767,2.9,11.6
900,C048,13.0867,80.2777,2.9,11.6
900,C049,13.0867,80.2787,2.9,11.6
900,C050,13.0867,80.2797,2.9,11.6
900,C051,13.0877,80.2707,2.9,11.6
900,C052,13.0877,80.2717,2.9,11.6
900,C053,13.0877,80.2727,2.9,11.6
900,C054,13.0877,80.2737,2.9,11.6
900,C055,13.0877,80.2747,2.9,11.6
900,C056,13.0877,80.2757,2.9,11.6
900,C057,13.0877,80.2767,2.9,11.6
900,C058,13.0877,80.2777,2.9,11.6
900,C059,13.0877,80.2787,2.9,11.6
900,C060,13.0877,80.2797,2.9,11.6
900,C061,13.0887,80.2707,2.9,11.6
900,C062,13.0887,80.2717,2.9,11.6
900,C063,13.0887,80.2727,2.9,11.6
900,C064,13.0887,80.2737,2.9,11.6
900,C065,13.0887,80.2747,2.9,11.6
900,C066,13.0887,80.2757,2.9,11.6
900,C067,13.0887,80.2767,2.9,11.6
900,C068,13.0887,80.2777,2.9,11.6
900,C069,13.0887,80.2787,2.9,11.6
900,C070,13.0887,80.2797,2.9,11.6
900,C071,13.0897,80.2707,2.9,11.6
900,C072,13.0897,80.2717,2.9,11.6
900,C073,13.0897,80.2727,2.9,11.6
900,C074,13.0897,80.2737,2.9,11.6
900,C075,13.0897,80.2747,2.9,11.6
900,C076,13.0897,80.2757,2.9,11.6
900,C077,13.0897,80.2767,2.9,11.6
900,C078,13.0897,80.2777,2.9,11.6
900,C079,13.0897,80.2787,2.9,11.6
900,C080,13.0897,80.2797,2.9,11.6
900,C081,13.0907,80.2707,2.9,11.6
900,C082,13.0907,80.2717,2.9,11.6
900,C083,13.0907,80.2727,2.9,11.6
900,C084,13.0907,80.2737,2.9,11.6
900,C085,13.0907,80.2747,2.9,11.6
900,C086,13.0907,80.2757,2.9,11.6
900,C087,13.0907,80.2767,2.9,11.6
900,C088,13.0907,80.2777,2.9,11.6
900,C089,13.0907,80.2787,2.9,11.6
900,C090,13.0907,80.2797,2.9,11.6
900,C091,13.0917,80.2707,2.9,11.6
900,C092,13.0917,80.2717,2.9,11.6
900,C093,13.0917,80.2727,2.9,11.6
900,C094,13.0917,80.2737,2.9,11.6
900,C095,13.0917,80.2747,2.9,11.6
900,C096,13.0917,80.2757,2.9,11.6
900,C097,13.0917,80.2767,2.9,11.6
900,C098,13.0917,80.2777,2.9,11.6
900,C099,13.0917,80.2787,2.9,11.6
900,C100,13.0917,80.2797,2.9,11.6
1800,C001,13.0827,80.2707,5.62,22.5
1800,C002,13.0827,80.2717,5.62,22.5
1800,C003,13.0827,80.2727,5.62,22.5
1800,C004,13.0827,80.2737,5.62,22.5
1800,C005,13.0827,80.2747,5.62,22.5
1800,C006,13.0827,80.2757,5.62,22.5
1800,C007,13.0827,80.2767,5.62,22.5
1800,C008,13.0827,80.2777,5.62,22.5
1800,C009,13.0827,80.2787,5.62,22.5
1800,C010,13.0827,80.2797,5.62,22.5
1800,C011,13.0837,80.2707,5.62,22.5
1800,C012,13.0837,80.2717,5.62,22.5
1800,C013,13.0837,80.2727,5.62,22.5
1800,C014,13.0837,80.2737,5.62,22.5
1800,C015,13.0837,80.2747,5.62,22.5
1800,C016,13.0837,80.2757,5.62,22.5
1800,C017,13.0837,80.2767,5.62,22.5
1800,C018,13.0837,80.2777,5.62,22.5
1800,C019,13.0837,80.2787,5.62,22.5
1800,C020,13.0837,80.2797,5.62,22.5
1800,C021,13.0847,80.2707,5.62,22.5
1800,C022,13.0847,80.2717,5.62,22.5
1800,C023,13.0847,80.2727,5.62,22.5
1800,C024,13.0847,80.2737,5.62,22.5
1800,C025,13.0847,80.2747,5.62,22.5
1800,C026,13.0847,80.2757,5.62,22.5
1800,C027,13.0847,80.2767,5.62,22.5
1800,C028,13.0847,80.2777,5.62,22.5
1800,C029,13.0847,80.2787,5.62,22.5
1800,C030,13.0847,80.2797,5.62,22.5
1800,C031,13.0857,80.2707,5.62,22.5
1800,C032,13.0857,80.2717,5.62,22.5
1800,C033,13.0857,80.2727,5.62,22.5
1800,C034,13.0857,80.2737,5.62,22.5
1800,C035,13.0857,80.2747,5.62,22.5
1800,C036,13.0857,80.2757,5.62,22.5
1800,C037,13.0857,80.2767,5.62,22.5
1800,C038,13.0857,80.2777,5.62,22.5
1800,C039,13.0857,80.2787,5.62,22.5
1800,C040,13.0857,80.2797,5.62,22.5
1800,C041,13.0867,80.2707,5.62,22.5
1800,C042,13.0867,80.2717,5.62,22.5
1800,C043,13.0867,80.2727,5.62,22.5
1800,C044,13.0867,80.2737,5.62,22.5
1800,C045,13.0867,80.2747,5.62,22.5
1800,C046,13.0867,80.2757,5.62,22.5
1800,C047,13.0867,80.2767,5.62,22.5
1800,C048,13.0867,80.2777,5.62,22.5
1800,C049,13.0867,80.2787,5.62,22.5
1800,C050,13.0867,80.2797,5.62,22.5
1800,C051,13.0877,80.2707,5.62,22.5
1800,C052,13.0877,80.2717,5.62,22.5
1800,C053,13.0877,80.2727,5.62,22.5
1800,C054,13.0877,80.2737,5.62,22.5
1800,C055,13.0877,80.2747,5.62,22.5
1800,C056,13.0877,80.2757,5.62,22.5
1800,C057,13.0877,80.2767,5.62,22.5
1800,C058,13.0877,80.2777,5.62,22.5
1800,C059,13.0877,80.2787,5.62,22.5
1800,C060,13.0877,80.2797,5.62,22.5
1800,C061,13.0887,80.2707,5.62,22.5
1800,C062,13.0887,80.2717,5.62,22.5
1800,C063,13.0887,80.2727,5.62,22.5
1800,C064,13.0887,80.2737,5.62,22.5
1800,C065,13.0887,80.2747,5.62,22.5
1800,C066,13.0887,80.2757,5.62,22.5
1800,C067,13.0887,80.2767,5.62,22.5
1800,C068,13.0887,80.2777,5.62,22.5
1800,C069,13.0887,80.2787,5.62,22.5
1800,C070,13.0887,80.2797,5.62,22.5
1800,C071,13.0897,80.2707,5.62,22.5
1800,C072,13.0897,80.2717,5.62,22.5
1800,C073,13.0897,80.2727,5.62,22.5
1800,C074,13.0897,80.2737,5.62,22.5
1800,C075,13.0897,80.2747,5.62,22.5
1800,C076,13.0897,80.2757,5.62,22.5
1800,C077,13.0897,80.2767,5.62,22.5
1800,C078,13.0897,80.2777,5.62,22.5
1800,C079,13.0897,80.2787,5.62,22.5
1800,C080,13.0897,80.2797,5.62,22.5
1800,C081,13.0907,80.2707,5.62,22.5
1800,C082,13.0907,80.2717,5.62,22.5
1800,C083,13.0907,80.2727,5.62,22.5
1800,C084,13.0907,80.2737,5.62,22.5
1800,C085,13.0907,80.2747,5.62,22.5
1800,C086,13.0907,80.2757,5.62,22.5
1800,C087,13.0907,80.2767,5.62,22.5
1800,C088,13.0907,80.2777,5.62,22.5
1800,C089,13.0907,80.2787,5.62,22.5
1800,C090,13.0907,80.2797,5.62,22.5
1800,C091,13.0917,80.2707,5.62,22.5
1800,C092,13.0917,80.2717,5.62,22.5
1800,C093,13.0917,80.2727,5.62,22.5
1800,C094,13.0917,80.2737,5.62,22.5
1800,C095,13.0917,80.2747,5.62,22.5
1800,C096,13.0917,80.2757,5.62,22.5
1800,C097,13.0917,80.2767,5.62,22.5
1800,C098,13.0917,80.2777,5.62,22.5
1800,C099,13.0917,80.2787,5.62,22.5
1800,C100,13.0917,80.2797,5.62,22.5
2700,C001,13.0827,80.2707,7.95,31.8
2700,C002,13.0827,80.2717,7.95,31.8
2700,C003,13.0827,80.2727,7.95,31.8
2700,C004,13.0827,80.2737,7.95,31.8
2700,C005,13.0827,80.2747,7.95,31.8
2700,C006,13.0827,80.2757,7.95,31.8
2700,C007,13.0827,80.2767,7.95,31.8
2700,C008,13.0827,80.2777,7.95,31.8
2700,C009,13.0827,80.2787,7.95,31.8
2700,C010,13.0827,80.2797,7.95,31.8
2700,C011,13.0837,80.2707,7.95,31.8
2700,C012,13.0837,80.2717,7.95,31.8
2700,C013,13.0837,80.2727,7.95,31.8
2700,C014,13.0837,80.2737,7.95,31.8
2700,C015,13.0837,80.2747,7.95,31.8
2700,C016,13.0837,80.2757,7.95,31.8
2700,C017,13.0837,80.2767,7.95,31.8
2700,C018,13.0837,80.2777,7.95,31.8
2700,C019,13.0837,80.2787,7.95,31.8
2700,C020,13.0837,80.2797,7.95,31.8
2700,C021,13.0847,80.2707,7.95,31.8
2700,C022,13.0847,80.2717,7.95,31.8
2700,C023,13.0847,80.2727,7.95,31.8
2700,C024,13.0847,80.2737,7.95,31.8
2700,C025,13.0847,80.2747,7.95,31.8
2700,C026,13.0847,80.2757,7.95,31.8
2700,C027,13.0847,80.2767,7.95,31.8
2700,C028,13.0847,80.2777,7.95,31.8
2700,C029,13.0847,80.2787,7.95,31.8
2700,C030,13.0847,80.2797,7.95,31.8
2700,C031,13.0857,80.2707,7.95,31.8
2700,C032,13.0857,80.2717,7.95,31.8
2700,C033,13.0857,80.2727,7.95,31.8
2700,C034,13.0857,80.2737,7.95,31.8
2700,C035,13.0857,80.2747,7.95,31.8
2700,C036,13.0857,80.2757,7.95,31.8
2700,C037,13.0857,80.2767,7.95,31.8
2700,C038,13.0857,80.2777,7.95,31.8
2700,C039,13.0857,80.2787,7.95,31.8
2700,C040,13.0857,80.2797,7.95,31.8
2700,C041,13.0867,80.2707,7.95,31.8
2700,C042,13.0867,80.2717,7.95,31.8
2700,C043,13.0867,80.2727,7.95,31.8
2700,C044,13.0867,80.2737,7.95,31.8
2700,C045,13.0867,80.2747,7.95,31.8
2700,C046,13.0867,80.2757,7.95,31.8
2700,C047,13.0867,80.2767,7.95,31.8
2700,C048,13.0867,80.2777,7.95,31.8
2700,C049,13.0867,80.2787,7.95,31.8
2700,C050,13.0867,80.2797,7.95,31.8
2700,C051,13.0877,80.2707,7.95,31.8
2700,C052,13.0877,80.2717,7.95,31.8
2700,C053,13.0877,80.2727,7.95,31.8
2700,C054,13.0877,80.2737,7.95,31.8
2700,C055,13.0877,80.2747,7.95,31.8
2700,C056,13.0877,80.2757,7.95,31.8
2700,C057,13.0877,80.2767,7.95,31.8
2700,C058,13.0877,80.2777,7.95,31.8
2700,C059,13.0877,80.2787,7.95,31.8
2700,C060,13.0877,80.2797,7.95,31.8
2700,C061,13.0887,80.2707,7.95,31.8
2700,C062,13.0887,80.2717,7.95,31.8
2700,C063,13.0887,80.2727,7.95,31.8
2700,C064,13.0887,80.2737,7.95,31.8
2700,C065,13.0887,80.2747,7.95,31.8
2700,C066,13.0887,80.2757,7.95,31.8
2700,C067,13.0887,80.2767,7.95,31.8
2700,C068,13.0887,80.2777,7.95,31.8
2700,C069,13.0887,80.2787,7.95,31.8
2700,C070,13.0887,80.2797,7.95,31.8
2700,C071,13.0897,80.2707,7.95,31.8
2700,C072,13.0897,80.2717,7.95,31.8
2700,C073,13.0897,80.2727,7.95,31.8
2700,C074,13.0897,80.2737,7.95,31.8
2700,C075,13.0897,80.2747,7.95,31.8
2700,C076,13.0897,80.2757,7.95,31.8
2700,C077,13.0897,80.2767,7.95,31.8
2700,C078,13.0897,80.2777,7.95,31.8
2700,C079,13.0897,80.2787,7.95,31.8
2700,C080,13.0897,80.2797,7.95,31.8
2700,C081,13.0907,80.2707,7.95,31.8
2700,C082,13.0907,80.2717,7.95,31.8
2700,C083,13.0907,80.2727,7.95,31.8
2700,C084,13.0907,80.2737,7.95,31.8
2700,C085,13.0907,80.2747,7.95,31.8
2700,C086,13.0907,80.2757,7.95,31.8
2700,C087,13.0907,80.2767,7.95,31.8
2700,C088,13.0907,80.2777,7.95,31.8
2700,C089,13.0907,80.2787,7.95,31.8
2700,C090,13.0907,80.2797,7.95,31.8
2700,C091,13.0917,80.2707,7.95,31.8
2700,C092,13.0917,80.2717,7.95,31.8
2700,C093,13.0917,80.2727,7.95,31.8
2700,C094,13.0917,80.2737,7.95,31.8
2700,C095,13.0917,80.2747,7.95,31.8
2700,C096,13.0917,80.2757,7.95,31.8
2700,C097,13.0917,80.2767,7.95,31.8
2700,C098,13.0917,80.2777,7.95,31.8
2700,C099,13.0917,80.2787,7.95,31.8
2700,C100,13.0917,80.2797,7.95,31.8
3600,C001,13.0827,80.2707,9.75,39.0
3600,C002,13.0827,80.2717,9.75,39.0
3600,C003,13.0827,80.2727,9.75,39.0
3600,C004,13.0827,80.2737,9.75,39.0
3600,C005,13.0827,80.2747,9.75,39.0
3600,C006,13.0827,80.2757,9.75,39.0
3600,C007,13.0827,80.2767,9.75,39.0
3600,C008,13.0827,80.2777,9.75,39.0
3600,C009,13.0827,80.2787,9.75,39.0
3600,C010,13.0827,80.2797,9.75,39.0
3600,C011,13.0837,80.2707,9.75,39.0
3600,C012,13.0837,80.2717,9.75,39.0
3600,C013,13.0837,80.2727,9.75,39.0
3600,C014,13.0837,80.2737,9.75,39.0
3600,C015,13.0837,80.2747,9.75,39.0
3600,C016,13.0837,80.2757,9.75,39.0
3600,C017,13.0837,80.2767,9.75,39.0
3600,C018,13.0837,80.2777,9.75,39.0
3600,C019,13.0837,80.2787,9.75,39.0
3600,C020,13.0837,80.2797,9.75,39.0
3600,C021,13.0847,80.2707,9.75,39.0
3600,C022,13.0847,80.2717,9.75,39.0
3600,C023,13.0847,80.2727,9.75,39.0
3600,C024,13.0847,80.2737,9.75,39.0
3600,C025,13.0847,80.2747,9.75,39.0
3600,C026,13.0847,80.2757,9.75,39.0
3600,C027,13.0847,80.2767,9.75,39.0
3600,C028,13.0847,80.2777,9.75,39.0
3600,C029,13.0847,80.2787,9.75,39.0
3600,C030,13.0847,80.2797,9.75,39.0
3600,C031,13.0857,80.2707,9.75,39.0
3600,C032,13.0857,80.2717,9.75,39.0
3600,C033,13.0857,80.2727,9.75,39.0
3600,C034,13.0857,80.2737,9.75,39.0
3600,C035,13.0857,80.2747,9.75,39.0
3600,C036,13.0857,80.2757,9.75,39.0
3600,C037,13.0857,80.2767,9.75,39.0
3600,C038,13.0857,80.2777,9.75,39.0
3600,C039,13.0857,80.2787,9.75,39.0
3600,C040,13.0857,80.2797,9.75,39.0
3600,C041,13.0867,80.2707,9.75,39.0
3600,C042,13.0867,80.2717,9.75,39.0
3600,C043,13.0867,80.2727,9.75,39.0
3600,C044,13.0867,80.2737,9.75,39.0
3600,C045,13.0867,80.2747,9.75,39.0
3600,C046,13.0867,80.2757,9.75,39.0
3600,C047,13.0867,80.2767,9.75,39.0
3600,C048,13.0867,80.2777,9.75,39.0
3600,C049,13.0867,80.2787,9.75,39.0
3600,C050,13.0867,80.2797,9.75,39.0
3600,C051,13.0877,80.2707,9.75,39.0
3600,C052,13.0877,80.2717,9.75,39.0
3600,C053,13.0877,80.2727,9.75,39.0
3600,C054,13.0877,80.2737,9.75,39.0
3600,C055,13.0877,80.2747,9.75,39.0
3600,C056,13.0877,80.2757,9.75,39.0
3600,C057,13.0877,80.2767,9.75,39.0
3600,C058,13.0877,80.2777,9.75,39.0
3600,C059,13.0877,80.2787,9.75,39.0
3600,C060,13.0877,80.2797,9.75,39.0
3600,C061,13.0887,80.2707,9.75,39.0
3600,C062,13.0887,80.2717,9.75,39.0
3600,C063,13.0887,80.2727,9.75,39.0
3600,C064,13.0887,80.2737,9.75,39.0
3600,C065,13.0887,80.2747,9.75,39.0
3600,C066,13.0887,80.2757,9.75,39.0
3600,C067,13.0887,80.2767,9.75,39.0
3600,C068,13.0887,80.2777,9.75,39.0
3600,C069,13.0887,80.2787,9.75,39.0
3600,C070,13.0887,80.2797,9.75,39.0
3600,C071,13.0897,80.2707,9.75,39.0
3600,C072,13.0897,80.2717,9.75,39.0
3600,C073,13.0897,80.2727,9.75,39.0
3600,C074,13.0897,80.2737,9.75,39.0
3600,C075,13.0897,80.2747,9.75,39.0
3600,C076,13.0897,80.2757,9.75,39.0
3600,C077,13.0897,80.2767,9.75,39.0
3600,C078,13.0897,80.2777,9.75,39.0
3600,C079,13.0897,80.2787,9.75,39.0
3600,C080,13.0897,80.2797,9.75,39.0
3600,C081,13.0907,80.2707,9.75,39.0
3600,C082,13.0907,80.2717,9.75,39.0
3600,C083,13.0907,80.2727,9.75,39.0
3600,C084,13.0907,80.2737,9.75,39.0
3600,C085,13.0907,80.2747,9.75,39.0
3600,C086,13.0907,80.2757,9.75,39.0
3600,C087,13.0907,80.2767,9.75,39.0
3600,C088,13.0907,80.2777,9.75,39.0
3600,C089,13.0907,80.2787,9.75,39.0
3600,C090,13.0907,80.2797,9.75,39.0
3600,C091,13.0917,80.2707,9.75,39.0
3600,C092,13.0917,80.2717,9.75,39.0
3600,C093,13.0917,80.2727,9.75,39.0
3600,C094,13.0917,80.2737,9.75,39.0
3600,C095,13.0917,80.2747,9.75,39.0
3600,C096,13.0917,80.2757,9.75,39.0
3600,C097,13.0917,80.2767,9.75,39.0
3600,C098,13.0917,80.2777,9.75,39.0
3600,C099,13.0917,80.2787,9.75,39.0
3600,C100,13.0917,80.2797,9.75,39.0
4500,C001,13.0827,80.2707,10.88,43.5
4500,C002,13.0827,80.2717,10.88,43.5
4500,C003,13.0827,80.2727,10.88,43.5
4500,C004,13.0827,80.2737,10.88,43.5
4500,C005,13.0827,80.2747,10.88,43.5
4500,C006,13.0827,80.2757,10.88,43.5
4500,C007,13.0827,80.2767,10.88,43.5
4500,C008,13.0827,80.2777,10.88,43.5
4500,C009,13.0827,80.2787,10.88,43.5
4500,C010,13.0827,80.2797,10.88,43.5
4500,C011,13.0837,80.2707,10.88,43.5
4500,C012,13.0837,80.2717,10.88,43.5
4500,C013,13.0837,80.2727,10.88,43.5
4500,C014,13.0837,80.2737,10.88,43.5
4500,C015,13.0837,80.2747,10.88,43.5
4500,C016,13.0837,80.2757,10.88,43.5
4500,C017,13.0837,80.2767,10.88,43.5
4500,C018,13.0837,80.2777,10.88,43.5
4500,C019,13.0837,80.2787,10.88,43.5
4500,C020,13.0837,80.2797,10.88,43.5
4500,C021,13.0847,80.2707,10.88,43.5
4500,C022,13.0847,80.2717,10.88,43.5
4500,C023,13.0847,80.2727,10.88,43.5
4500,C024,13.0847,80.2737,10.88,43.5
4500,C025,13.0847,80.2747,10.88,43.5
4500,C026,13.0847,80.2757,10.88,43.5
4500,C027,13.0847,80.2767,10.88,43.5
4500,C028,13.0847,80.2777,10.88,43.5
4500,C029,13.0847,80.2787,10.88,43.5
4500,C030,13.0847,80.2797,10.88,43.5
4500,C031,13.0857,80.2707,10.88,43.5
4500,C032,13.0857,80.2717,10.88,43.5
4500,C033,13.0857,80.2727,10.88,43.5
4500,C034,13.0857,80.2737,10.88,43.5
4500,C035,13.0857,80.2747,10.88,43.5
4500,C036,13.0857,80.2757,10.88,43.5
4500,C037,13.0857,80.2767,10.88,43.5
4500,C038,13.0857,80.2777,10.88,43.5
4500,C039,13.0857,80.2787,10.88,43.5
4500,C040,13.0857,80.2797,10.88,43.5
4500,C041,13.0867,80.2707,10.88,43.5
4500,C042,13.0867,80.2717,10.88,43.5
4500,C043,13.0867,80.2727,10.88,43.5
4500,C044,13.0867,80.2737,10.88,43.5
4500,C045,13.0867,80.2747,10.88,43.5
4500,C046,13.0867,80.2757,10.88,43.5
4500,C047,13.0867,80.2767,10.88,43.5
4500,C048,13.0867,80.2777,10.88,43.5
4500,C049,13.0867,80.2787,10.88,43.5
4500,C050,13.0867,80.2797,10.88,43.5
4500,C051,13.0877,80.2707,10.88,43.5
4500,C052,13.0877,80.2717,10.88,43.5
4500,C053,13.0877,80.2727,10.88,43.5
4500,C054,13.0877,80.2737,10.88,43.5
4500,C055,13.0877,80.2747,10.88,43.5
4500,C056,13.0877,80.2757,10.88,43.5
4500,C057,13.0877,80.2767,10.88,43.5
4500,C058,13.0877,80.2777,10.88,43.5
4500,C059,13.0877,80.2787,10.88,43.5
4500,C060,13.0877,80.2797,10.88,43.5
4500,C061,13.0887,80.2707,10.88,43.5
4500,C062,13.0887,80.2717,10.88,43.5
4500,C063,13.0887,80.2727,10.88,43.5
4500,C064,13.0887,80.2737,10.88,43.5
4500,C065,13.0887,80.2747,10.88,43.5
4500,C066,13.0887,80.2757,10.88,43.5
4500,C067,13.0887,80.2767,10.88,43.5
4500,C068,13.0887,80.2777,10.88,43.5
4500,C069,13.0887,80.2787,10.88,43.5
4500,C070,13.0887,80.2797,10.88,43.5
4500,C071,13.0897,80.2707,10.88,43.5
4500,C072,13.0897,80.2717,10.88,43.5
4500,C073,13.0897,80.2727,10.88,43.5
4500,C074,13.0897,80.2737,10.88,43.5
4500,C075,13.0897,80.2747,10.88,43.5
4500,C076,13.0897,80.2757,10.88,43.5
4500,C077,13.0897,80.2767,10.88,43.5
4500,C078,13.0897,80.2777,10.88,43.5
4500,C079,13.0897,80.2787,10.88,43.5
4500,C080,13.0897,80.2797,10.88,43.5
4500,C081,13.0907,80.2707,10.88,43.5
4500,C082,13.0907,80.2717,10.88,43.5
4500,C083,13.0907,80.2727,10.88,43.5
4500,C084,13.0907,80.2737,10.88,43.5
4500,C085,13.0907,80.2747,10.88,43.5
4500,C086,13.0907,80.2757,10.88,43.5
4500,C087,13.0907,80.2767,10.88,43.5
4500,C088,13.0907,80.2777,10.88,43.5
